deltaP,Umax,Re,Cu,n,Nu0,NuInf,Lambda,AvgOmega,AvgNu,AvgVel,AvgP,PG,q,AvgVelOut
0.000100,4.58E-06,0.00229239,20,0.3,0.8,0,1744900000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000500,0.000118755,0.475019,20,0.3,0.1,0,67365700,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,20,0.3,0.2,0,130171000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,20,0.3,0.3,0,184854000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,20,0.3,0.4,0,230819000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,20,0.3,0.5,0,269614000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.66E-05,0.0177319,20,0.3,0.6,0,300777000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.45E-05,0.0140273,20,0.3,0.7,0,325895000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.29E-05,0.0114667,20,0.3,0.8,0,348835000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.001000,0.000237786,0.951144,20,0.3,0.1,0,33643700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,20,0.3,0.2,0,65009000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,20,0.3,0.3,0,92318100,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,20,0.3,0.4,0,115274000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,20,0.3,0.5,0,134648000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,20,0.3,0.6,0,150309000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,20,0.3,0.7,0,162862000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.59E-05,0.0229454,20,0.3,0.8,0,174327000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.005000,0.00120011,4.80045,20,0.3,0.1,0,6666050,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,20,0.3,0.2,0,12879700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,20,0.3,0.3,0,18289700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,20,0.3,0.4,0,22837400,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,20,0.3,0.5,0,26676000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,20,0.3,0.6,0,29935000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,20,0.3,0.7,0,32435700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,20,0.3,0.8,0,34719800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,20,0.3,0.1,0,3293840,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,20,0.3,0.2,0,6363500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,20,0.3,0.3,0,9036100,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,20,0.3,0.4,0,11282900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,20,0.3,0.5,0,13179400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,20,0.3,0.6,0,14816500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,20,0.3,0.7,0,16132400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,20,0.3,0.8,0,17268900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,20,0.4,0.1,0,3372130000,0.648488,0.347349,2.36E-05,0.998781,2.51E-08,0.0100697,2.53E-05
0.000010,1.23E-06,0.00245549,20,0.4,0.2,0,6516010000,0.639347,0.354699,2.20E-05,0.998781,2.51E-08,0.0092288,2.32E-05
0.000010,8.65E-07,0.00115274,20,0.4,0.3,0,9253340000,0.633339,0.359644,2.09E-05,0.998781,2.51E-08,0.00864811,2.17E-05
0.000010,6.92E-07,0.000692385,20,0.4,0.4,0,11554300000,0.627904,0.3642,1.98E-05,0.998781,2.51E-08,0.00816658,2.05E-05
0.000010,5.93E-07,0.000474207,20,0.4,0.5,0,13496200000,0.622826,0.368529,1.89E-05,0.998781,2.51E-08,0.00774315,1.95E-05
0.000010,5.32E-07,0.000354454,20,0.4,0.6,0,15046600000,0.616674,0.373868,1.80E-05,0.998781,2.51E-08,0.00734574,1.85E-05
0.000010,4.91E-07,0.000280402,20,0.4,0.7,0,16303100000,0.612288,0.377739,1.72E-05,0.998781,2.51E-08,0.00697229,1.75E-05
0.000010,4.58E-07,0.000229218,20,0.4,0.8,0,17450700000,0.60843,0.381192,1.64E-05,0.998781,2.51E-08,0.00663484,1.67E-05
0.000050,1.19E-05,0.0474522,20,0.4,0.1,0,674363000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,6.14E-06,0.0122786,20,0.4,0.2,0,1303080000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,4.32E-06,0.00576423,20,0.4,0.3,0,1850490000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,3.46E-06,0.00346225,20,0.4,0.4,0,2310640000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.96E-06,0.00237126,20,0.4,0.5,0,2698990000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.66E-06,0.00177234,20,0.4,0.6,0,3009200000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.45E-06,0.00140207,20,0.4,0.7,0,3260490000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000050,2.29E-06,0.00114614,20,0.4,0.8,0,3489990000,NaN,NaN,NaN,NaN,1.25E-07,NaN,NaN
0.000100,2.37E-05,0.0949154,20,0.4,0.1,0,337142000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,1.23E-05,0.0245601,20,0.4,0.2,0,651464000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,8.65E-06,0.0115298,20,0.4,0.3,0,925138000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,6.93E-06,0.00692531,20,0.4,0.4,0,1155180000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.93E-06,0.00474307,20,0.4,0.5,0,1349340000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,5.32E-06,0.00354488,20,0.4,0.6,0,1504520000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.91E-06,0.00280428,20,0.4,0.7,0,1630160000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,4.58E-06,0.00229239,20,0.4,0.8,0,1744900000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000500,0.000118755,0.475019,20,0.4,0.1,0,67365700,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,20,0.4,0.2,0,130171000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,20,0.4,0.3,0,184854000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,20,0.4,0.4,0,230819000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,20,0.4,0.5,0,269614000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.66E-05,0.0177319,20,0.4,0.6,0,300777000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.45E-05,0.0140273,20,0.4,0.7,0,325895000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.29E-05,0.0114667,20,0.4,0.8,0,348835000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.001000,0.000237786,0.951144,20,0.4,0.1,0,33643700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,20,0.4,0.2,0,65009000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,20,0.4,0.3,0,92318100,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,20,0.4,0.4,0,115274000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,20,0.4,0.5,0,134648000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,20,0.4,0.6,0,150309000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,20,0.4,0.7,0,162862000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.59E-05,0.0229454,20,0.4,0.8,0,174327000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.005000,0.00120011,4.80045,20,0.4,0.1,0,6666050,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,20,0.4,0.2,0,12879700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,20,0.4,0.3,0,18289700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,20,0.4,0.4,0,22837400,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,20,0.4,0.5,0,26676000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,20,0.4,0.6,0,29935000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,20,0.4,0.7,0,32435700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,20,0.4,0.8,0,34719800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,20,0.4,0.1,0,3293840,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,20,0.4,0.2,0,6363500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,20,0.4,0.3,0,9036100,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,20,0.4,0.4,0,11282900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,20,0.4,0.5,0,13179400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,20,0.4,0.6,0,14816500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,20,0.4,0.7,0,16132400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,20,0.4,0.8,0,17268900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,20,0.5,0.1,0,3372130000,0.640207,0.353999,1.48E-05,0.998781,2.51E-08,0.00599825,1.51E-05
0.000010,1.23E-06,0.00245549,20,0.5,0.2,0,6516010000,0.623564,0.367895,1.14E-05,0.998781,2.51E-08,0.00459348,1.15E-05
0.000010,8.65E-07,0.00115274,20,0.5,0.3,0,9253340000,0.607799,0.38176,9.18E-06,0.998781,2.51E-08,0.00369314,9.28E-06
0.000010,6.92E-07,0.000692385,20,0.5,0.4,0,11554300000,0.589176,0.399095,7.52E-06,0.998781,2.51E-08,0.00302417,7.60E-06
0.000010,5.93E-07,0.000474207,20,0.5,0.5,0,13496200000,0.572643,0.415429,6.23E-06,0.998781,2.51E-08,0.00250524,6.29E-06
0.000010,5.32E-07,0.000354454,20,0.5,0.6,0,15046600000,0.558238,0.43045,5.19E-06,0.998781,2.51E-08,0.00208428,5.24E-06
0.000010,4.91E-07,0.000280402,20,0.5,0.7,0,16303100000,0.54651,0.443264,4.34E-06,0.998781,2.51E-08,0.00174406,4.38E-06
0.000010,4.58E-07,0.000229218,20,0.5,0.8,0,17450700000,0.536968,0.454102,3.68E-06,0.998781,2.51E-08,0.00147784,3.71E-06
0.000050,1.19E-05,0.0474522,20,0.5,0.1,0,674363000,0.64255,0.352099,6.67E-05,0.998734,1.25E-07,0.0429969,0.000108032
0.000050,6.14E-06,0.0122786,20,0.5,0.2,0,1303080000,0.624466,0.367123,5.39E-05,0.998733,1.25E-07,0.0218671,5.49E-05
0.000050,4.32E-06,0.00576423,20,0.5,0.3,0,1850490000,0.608825,0.380836,4.44E-05,0.998732,1.25E-07,0.0178685,4.49E-05
0.000050,3.46E-06,0.00346225,20,0.5,0.4,0,2310640000,0.589735,0.398559,3.68E-05,0.998732,1.25E-07,0.0148139,3.72E-05
0.000050,2.96E-06,0.00237126,20,0.5,0.5,0,2698990000,0.572787,0.415283,3.08E-05,0.998732,1.25E-07,0.0123684,3.11E-05
0.000050,2.66E-06,0.00177234,20,0.5,0.6,0,3009200000,0.558299,0.430385,2.57E-05,0.998732,1.25E-07,0.0103416,2.60E-05
0.000050,2.45E-06,0.00140207,20,0.5,0.7,0,3260490000,0.546581,0.443185,2.16E-05,0.998732,1.25E-07,0.0086803,2.18E-05
0.000050,2.29E-06,0.00114614,20,0.5,0.8,0,3489990000,0.536977,0.454092,1.83E-05,0.998731,1.25E-07,0.00736857,1.85E-05
0.000100,2.37E-05,0.0949154,20,0.5,0.1,0,337142000,NaN,NaN,NaN,NaN,2.51E-07,NaN,NaN
0.000100,1.23E-05,0.0245601,20,0.5,0.2,0,651464000,0.625241,0.366461,9.80E-05,0.998673,2.51E-07,0.0458778,0.000115271
0.000100,8.65E-06,0.0115298,20,0.5,0.3,0,925138000,0.609662,0.380084,8.30E-05,0.998672,2.51E-07,0.0358094,9.00E-05
0.000100,6.93E-06,0.00692531,20,0.5,0.4,0,1155180000,0.590482,0.397844,7.04E-05,0.998671,2.51E-07,0.0283574,7.12E-05
0.000100,5.93E-06,0.00474307,20,0.5,0.5,0,1349340000,0.573351,0.41471,5.97E-05,0.99867,2.51E-07,0.0240145,6.03E-05
0.000100,5.32E-06,0.00354488,20,0.5,0.6,0,1504520000,0.55847,0.430202,5.05E-05,0.99867,2.51E-07,0.0202919,5.10E-05
0.000100,4.91E-06,0.00280428,20,0.5,0.7,0,1630160000,0.546592,0.443172,4.27E-05,0.99867,2.51E-07,0.0171532,4.31E-05
0.000100,4.58E-06,0.00229239,20,0.5,0.8,0,1744900000,0.536976,0.454093,3.64E-05,0.998669,2.51E-07,0.0146273,3.68E-05
0.000500,0.000118755,0.475019,20,0.5,0.1,0,67365700,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,6.15E-05,0.122916,20,0.5,0.2,0,130171000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,4.33E-05,0.0577033,20,0.5,0.3,0,184854000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,3.47E-05,0.0346592,20,0.5,0.4,0,230819000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.97E-05,0.0237377,20,0.5,0.5,0,269614000,NaN,NaN,NaN,NaN,1.25E-06,NaN,NaN
0.000500,2.66E-05,0.0177319,20,0.5,0.6,0,300777000,0.56353,0.424842,0.000200275,0.998229,1.25E-06,0.512701,0.00128819
0.000500,2.45E-05,0.0140273,20,0.5,0.7,0,325895000,0.546521,0.443252,0.000182174,0.998181,1.25E-06,0.0740187,0.000185977
0.000500,2.29E-05,0.0114667,20,0.5,0.8,0,348835000,0.536651,0.454469,0.000162033,0.998177,1.25E-06,0.0652546,0.000163956
0.001000,0.000237786,0.951144,20,0.5,0.1,0,33643700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,20,0.5,0.2,0,65009000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,8.67E-05,0.115543,20,0.5,0.3,0,92318100,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,6.94E-05,0.0694,20,0.5,0.4,0,115274000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.94E-05,0.0475313,20,0.5,0.5,0,134648000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,5.32E-05,0.0354824,20,0.5,0.6,0,150309000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.91E-05,0.0280693,20,0.5,0.7,0,162862000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,4.59E-05,0.0229454,20,0.5,0.8,0,174327000,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.005000,0.00120011,4.80045,20,0.5,0.1,0,6666050,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,20,0.5,0.2,0,12879700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,20,0.5,0.3,0,18289700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000350302,0.350302,20,0.5,0.4,0,22837400,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000299895,0.239916,20,0.5,0.5,0,26676000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000267246,0.178164,20,0.5,0.6,0,29935000,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000246642,0.140938,20,0.5,0.7,0,32435700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000230416,0.115208,20,0.5,0.8,0,34719800,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.010000,0.00242878,9.71511,20,0.5,0.1,0,3293840,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,20,0.5,0.2,0,6363500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,20,0.5,0.3,0,9036100,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,20,0.5,0.4,0,11282900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000607007,0.485605,20,0.5,0.5,0,13179400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000539938,0.359959,20,0.5,0.6,0,14816500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000495896,0.283369,20,0.5,0.7,0,16132400,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00046326,0.23163,20,0.5,0.8,0,17268900,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.000010,2.37E-06,0.00948956,20,0.6,0.1,0,3372130000,0.613613,0.376564,4.14E-06,0.998781,2.51E-08,0.00166497,4.18E-06
0.000010,1.23E-06,0.00245549,20,0.6,0.2,0,6516010000,0.573099,0.414966,2.13E-06,0.998781,2.51E-08,0.000858809,2.16E-06
0.000010,8.65E-07,0.00115274,20,0.6,0.3,0,9253340000,0.546568,0.443199,1.40E-06,0.998781,2.51E-08,0.000561926,1.41E-06
0.000010,6.92E-07,0.000692385,20,0.6,0.4,0,11554300000,0.52586,0.467216,1.02E-06,0.998781,2.51E-08,0.000409231,1.03E-06
0.000010,5.93E-07,0.000474207,20,0.6,0.5,0,13496200000,0.508472,0.488892,7.88E-07,0.998781,2.51E-08,0.000317012,7.97E-07
0.000010,5.32E-07,0.000354454,20,0.6,0.6,0,15046600000,0.492404,0.510284,6.33E-07,0.998781,2.51E-08,0.00025462,6.40E-07
0.000010,4.91E-07,0.000280402,20,0.6,0.7,0,16303100000,0.478532,0.529909,5.22E-07,0.998781,2.51E-08,0.000210151,5.28E-07
0.000010,4.58E-07,0.000229218,20,0.6,0.8,0,17450700000,0.465804,0.548943,4.42E-07,0.998781,2.51E-08,0.000177905,4.47E-07
0.000050,1.19E-05,0.0474522,20,0.6,0.1,0,674363000,0.613603,0.376573,2.06E-05,0.998732,1.25E-07,0.00829468,2.08E-05
0.000050,6.14E-06,0.0122786,20,0.6,0.2,0,1303080000,0.573115,0.41495,1.07E-05,0.998732,1.25E-07,0.00429237,1.08E-05
0.000050,4.32E-06,0.00576423,20,0.6,0.3,0,1850490000,0.546578,0.443188,6.98E-06,0.998731,1.25E-07,0.00280945,7.06E-06
0.000050,3.46E-06,0.00346225,20,0.6,0.4,0,2310640000,0.525864,0.467211,5.08E-06,0.998731,1.25E-07,0.00204619,5.14E-06
0.000050,2.96E-06,0.00237126,20,0.6,0.5,0,2698990000,0.508473,0.488891,3.94E-06,0.998731,1.25E-07,0.00158514,3.98E-06
0.000050,2.66E-06,0.00177234,20,0.6,0.6,0,3009200000,0.492406,0.510281,3.16E-06,0.998731,1.25E-07,0.00127323,3.20E-06
0.000050,2.45E-06,0.00140207,20,0.6,0.7,0,3260490000,0.478539,0.529899,2.61E-06,0.998731,1.25E-07,0.00105087,2.64E-06
0.000050,2.29E-06,0.00114614,20,0.6,0.8,0,3489990000,0.465796,0.548954,2.21E-06,0.99873,1.25E-07,0.00088963,2.24E-06
0.000100,2.37E-05,0.0949154,20,0.6,0.1,0,337142000,0.613684,0.376501,4.08E-05,0.998671,2.51E-07,0.0164324,4.13E-05
0.000100,1.23E-05,0.0245601,20,0.6,0.2,0,651464000,0.57312,0.414945,2.13E-05,0.99867,2.51E-07,0.00857609,2.15E-05
0.000100,8.65E-06,0.0115298,20,0.6,0.3,0,925138000,0.546584,0.443182,1.40E-05,0.998669,2.51E-07,0.00561794,1.41E-05
0.000100,6.93E-06,0.00692531,20,0.6,0.4,0,1155180000,0.525869,0.467205,1.02E-05,0.998669,2.51E-07,0.00409238,1.03E-05
0.000100,5.93E-06,0.00474307,20,0.6,0.5,0,1349340000,0.508478,0.488884,7.88E-06,0.998668,2.51E-07,0.00317047,7.97E-06
0.000100,5.32E-06,0.00354488,20,0.6,0.6,0,1504520000,0.492414,0.51027,6.33E-06,0.998668,2.51E-07,0.00254677,6.40E-06
0.000100,4.91E-06,0.00280428,20,0.6,0.7,0,1630160000,0.478536,0.529903,5.22E-06,0.998668,2.51E-07,0.00210203,5.28E-06
0.000100,4.58E-06,0.00229239,20,0.6,0.8,0,1744900000,0.465804,0.548942,4.42E-06,0.998667,2.51E-07,0.00177952,4.47E-06
0.000500,0.000118755,0.475019,20,0.6,0.1,0,67365700,0.613806,0.376393,0.000178308,0.998185,1.25E-06,0.0721749,0.000181344
0.000500,6.15E-05,0.122916,20,0.6,0.2,0,130171000,0.57314,0.414925,0.000104011,0.998175,1.25E-06,0.0418664,0.000105192
0.000500,4.33E-05,0.0577033,20,0.6,0.3,0,184854000,0.546635,0.443125,6.94E-05,0.998171,1.25E-06,0.0279545,7.02E-05
0.000500,3.47E-05,0.0346592,20,0.6,0.4,0,230819000,0.525896,0.467173,5.08E-05,0.998168,1.25E-06,0.0204411,5.14E-05
0.000500,2.97E-05,0.0237377,20,0.6,0.5,0,269614000,0.508499,0.488858,3.94E-05,0.998166,1.25E-06,0.0158539,3.98E-05
0.000500,2.66E-05,0.0177319,20,0.6,0.6,0,300777000,0.492455,0.510213,3.17E-05,0.998164,1.25E-06,0.0127446,3.20E-05
0.000500,2.45E-05,0.0140273,20,0.6,0.7,0,325895000,0.478533,0.529907,2.61E-05,0.998163,1.25E-06,0.0105209,2.64E-05
0.000500,2.29E-05,0.0114667,20,0.6,0.8,0,348835000,0.465812,0.54893,2.21E-05,0.998161,1.25E-06,0.00890757,2.24E-05
0.001000,0.000237786,0.951144,20,0.6,0.1,0,33643700,NaN,NaN,NaN,NaN,2.51E-06,NaN,NaN
0.001000,0.00012306,0.24612,20,0.6,0.2,0,65009000,0.573029,0.415037,0.00019853,0.99756,2.51E-06,0.0799649,0.000200917
0.001000,8.67E-05,0.115543,20,0.6,0.3,0,92318100,0.54656,0.443208,0.00013707,0.99755,2.51E-06,0.0551978,0.000138688
0.001000,6.94E-05,0.0694,20,0.6,0.4,0,115274000,0.525902,0.467165,0.000101158,0.997544,2.51E-06,0.0407428,0.000102369
0.001000,5.94E-05,0.0475313,20,0.6,0.5,0,134648000,0.508515,0.488837,7.87E-05,0.997539,2.51E-06,0.0316851,7.96E-05
0.001000,5.32E-05,0.0354824,20,0.6,0.6,0,150309000,0.492499,0.510153,6.33E-05,0.997535,2.51E-06,0.0255072,6.41E-05
0.001000,4.91E-05,0.0280693,20,0.6,0.7,0,162862000,0.478534,0.529905,5.23E-05,0.997531,2.51E-06,0.0210656,5.29E-05
0.001000,4.59E-05,0.0229454,20,0.6,0.8,0,174327000,0.465825,0.54891,4.43E-05,0.997529,2.51E-06,0.0178388,4.48E-05
0.005000,0.00120011,4.80045,20,0.6,0.1,0,6666050,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000621134,1.24227,20,0.6,0.2,0,12879700,NaN,NaN,NaN,NaN,1.25E-05,NaN,NaN
0.005000,0.000437406,0.583208,20,0.6,0.3,0,18289700,0.545822,0.444033,0.00059121,0.99262,1.25E-05,0.241208,0.000606051
0.005000,0.000350302,0.350302,20,0.6,0.4,0,22837400,0.525337,0.467846,0.000471644,0.992564,1.25E-05,0.191011,0.000479928
0.005000,0.000299895,0.239916,20,0.6,0.5,0,26676000,0.508334,0.48907,0.000381182,0.992527,1.25E-05,0.154326,0.000387754
0.005000,0.000267246,0.178164,20,0.6,0.6,0,29935000,0.49265,0.509946,0.000313402,0.992502,1.25E-05,0.126913,0.000318877
0.005000,0.000246642,0.140938,20,0.6,0.7,0,32435700,0.478442,0.530039,0.000261022,0.992482,1.25E-05,0.105729,0.000265652
0.005000,0.000230416,0.115208,20,0.6,0.8,0,34719800,0.465822,0.548915,0.000221899,0.992466,1.25E-05,0.0898993,0.000225878
0.010000,0.00242878,9.71511,20,0.6,0.1,0,3293840,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.00125717,2.51434,20,0.6,0.2,0,6363500,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000885338,1.18045,20,0.6,0.3,0,9036100,NaN,NaN,NaN,NaN,2.51E-05,NaN,NaN
0.010000,0.000709038,0.709038,20,0.6,0.4,0,11282900,0.524585,0.468756,0.000861294,0.986383,2.51E-05,0.354396,0.000890442
0.010000,0.000607007,0.485605,20,0.6,0.5,0,13179400,0.507443,0.490221,0.000721645,0.986287,2.51E-05,0.294746,0.000740567
0.010000,0.000539938,0.359959,20,0.6,0.6,0,14816500,0.492288,0.510444,0.000608583,0.986221,2.51E-05,0.24833,0.000623946
0.010000,0.000495896,0.283369,20,0.6,0.7,0,16132400,0.478172,0.530432,0.000516065,0.986172,2.51E-05,0.210617,0.000529188
0.010000,0.00046326,0.23163,20,0.6,0.8,0,17268900,0.46573,0.549056,0.000442511,0.986136,2.51E-05,0.180639,0.000453867
0.000010,2.37E-06,0.00948956,20,0.7,0.1,0,3372130000,0.578155,0.40988,8.13E-07,0.998781,2.51E-08,0.000328015,8.24E-07
